OBJECTID,FarmNum,PresAbs,PondNum,PondRoost_Dist,PondArea,PondLong,PondLat
342,18,0,10,11140.53452,41344.80332,410775.6378,3631741.323
343,18,0,14,11644.12895,14746.22792,411289.0436,3631782.113
344,18,1,15,11461.86867,20573.61855,411466.1695,3631776.419
345,18,0,16,11338.60829,16435.69566,411617.1436,3631768.691
346,18,0,8,11000.64261,53070.05196,410638.575,3631921.317
347,18,0,9,11339.05218,48869.02721,410899.8783,3631979.522
348,18,1,13,11145.78614,56240.92572,411774.3226,3631972.159
349,18,1,12,11375.81176,104506.9914,411278.1755,3631986.438
350,18,0,6,10951.87666,60648.73084,410511.2821,3632092.326
351,18,0,7,11322.84959,51115.44212,410843.7202,3632193.103
352,18,0,3,10912.54833,37321.29536,410356.4978,3632258.127
353,18,0,4,11142.92647,19992.69574,410550.5417,3632272.137
354,18,1,1,10866.00099,30111.24388,410253.9095,3632407.22
355,18,1,2,11110.57238,19250.10308,410458.945,3632404.67
356,18,1,5,11267.43791,32191.57509,410653.1857,3632354.304
357,32,1,2,20453.46464,40294.2684,367725.7055,3664015.934
358,32,1,1,20239.13656,44792.55849,367710.2534,3664313.861
359,19,0,8,19165.90969,14486.48863,366027.8002,3667722.117
360,19,0,7,19216.05092,31272.53876,365791.8643,3667796.003
361,19,0,6,19227.2148,36169.758,365729.1622,3667930.699
362,19,0,5,19003.28839,17053.91471,365506.4476,3668637.172
363,19,0,4,18925.02504,17314.58488,365508.9759,3668767.089
364,19,0,3,18214.28794,47883.24802,365689.0566,3669644.945
365,19,0,2,18152.72485,18790.08314,365722.2304,3669798.293
366,19,0,1,18100.70167,18954.93312,365723.0012,3669899.437
367,20,0,12,26849.93466,47531.99655,357341.9052,3666717.668
368,20,0,11,26953.75994,42610.35939,357206.9241,3666832.732
369,20,0,10,26909.69034,44242.78987,357122.1276,3666969.188
370,20,0,9,26314.72112,42835.19824,357821.2185,3667117.809
371,20,0,8,26421.43402,43793.1805,357644.8883,3667210.504
372,20,0,7,26551.97362,51135.34198,357442.8176,3667286.41
373,20,0,6,26712.03733,49797.87495,357235.9835,3667297.905
374,20,0,5,26206.05355,21627.45274,357635.4763,3667706.923
375,20,0,4,26182.72784,16053.49716,357622.6666,3667819.049
376,20,0,3,26118.27585,22822.76509,357620.7047,3667954.09
377,20,0,2,26058.22665,21422.02639,357621.9269,3668098.937
378,20,0,1,26223.89744,25781.25326,357416.9604,3668103.584
379,30,1,4,27691.47177,35682.77716,353208.342,3679928.676
380,30,0,3,27680.35082,21494.41955,353260.887,3680169.996
381,30,1,2,27806.41757,26727.02068,353085.1267,3680202.262
382,30,0,1,27670.43767,39749.2116,353291.4546,3680431.441
383,9,0,8,16680.56949,17280.85607,368485.1581,3668618.909
384,9,0,7,16823.27498,32197.86893,368222.9009,3668702.059
385,9,0,6,16655.62016,35682.28206,368337.5794,3668827.397
386,9,0,5,16462.43455,39051.87301,368467.6417,3668910.326
387,9,0,9,16801.35455,29438.61197,367950.1626,3669010.593
388,9,0,4,16342.54357,39184.5497,368458.5388,3669138.634
389,9,0,3,16451.8587,25038.6519,368297.6136,3669174.894
390,9,1,1,16413.236,38964.37552,367620.2881,3670062.184
391,9,1,2,16296.44944,44591.95778,367805.5612,3669980.793
392,31,0,15,11904.48928,48711.63208,442902.2451,3603097.218
393,31,0,8,12120.6746,79335.94843,443175.4124,3603231.696
394,31,0,19,12633.34508,20474.27331,443629.1018,3603411.482
395,31,1,14,11888.03851,43258.25854,442889.6702,3603422.196
396,31,0,7,12103.72733,46560.69554,443102.2836,3603506.573
397,31,0,18,12824.45282,13374.58203,443809.4818,3603712.815
398,31,0,17,12338.12806,126123.0048,443504.5658,3603589.515
399,31,0,13,11882.45136,45980.60895,442888.0304,3603720.573
400,31,0,6,12122.77768,28653.00297,443142.2143,3603861.987
401,31,0,12,11883.18652,51493.69565,442924.1157,3603970.534
402,31,0,5,12211.09305,32127.9431,443223.5301,3604066.611
403,31,0,11,12031.879,29001.28758,443022.5354,3604171.987
404,31,0,10,11890.19311,30170.12687,442861.6405,3604194.197
405,31,0,16,12594.74163,109032.3121,443708.6516,3604078.405
406,31,0,4,12312.44365,39241.99741,443324.7358,3604286.711
407,31,0,9,12049.55286,27247.67318,443074.2134,3604345.967
408,31,0,3,12387.86165,40367.11699,443380.5605,3604528.485
409,31,0,2,12458.59891,39675.63669,443430.4172,3604762.666
410,31,0,1,12525.71757,33828.60832,443433.8135,3605043.432
411,6,1,12,8465.741654,47381.79491,438501.5104,3608624.596
412,6,0,11,8307.162557,49851.31292,438414.3086,3608857.737
413,6,0,4,7977.266024,22401.92017,438074.386,3609018.29
414,6,0,10,8373.006235,24911.87837,438526.4022,3609003.996
415,6,0,5,7988.140068,18873.12707,438166.964,3609185.546
416,6,0,3,7870.376674,22522.13911,438060.9116,3609228.24
417,6,0,6,8048.585356,90724.19758,438329.6135,3609195.28
418,6,0,7,8223.545615,12174.47927,438508.7118,3609389.767
419,6,0,1,7839.704675,69796.74728,438202.4067,3609518.109
420,6,0,2,7960.46988,21422.10052,438339.0713,3609648.995
421,23,0,14,19520.49095,44465.09228,450582.0742,3603009.622
422,23,0,16,19944.77546,62546.67718,451014.1356,3603037.201
423,23,0,15,19819.88223,22073.07504,450809.2769,3603026.887
424,23,0,13,19887.81682,41224.02692,450963.2723,3603233.421
425,23,0,4,19051.07545,28897.16811,450049.3606,3603289.236
426,23,0,12,20207.75386,46940.40178,451208.615,3603359.106
427,23,0,11,20062.43866,51839.49672,451073.1626,3603491.319
428,23,0,10,19856.8825,49430.80936,450920.6102,3603477.17
429,23,0,3,19038.14821,46629.43466,450098.1888,3603564.439
430,23,0,8,19981.50877,18872.2381,450999.2511,3603740.921
431,23,0,7,19695.63624,31134.32947,450740.5569,3603653.675
432,23,0,9,20184.42176,24593.8555,451220.939,3603754.147
433,23,0,1,19014.58565,62131.354,450034.0699,3603815.131
434,23,1,2,19195.91031,43408.98185,450190.2952,3603870.09
435,37,1,120,15561.06102,57433.8208,443564.9158,3594066.872
436,37,1,121,15290.16323,53829.05188,443210.5989,3594073.733
437,37,1,122,15021.61157,62192.2794,442871.9591,3594080.617
438,37,1,123,14840.44267,40009.60055,442613.5907,3594110.876
439,37,0,124,14668.44975,35962.55646,442423.4598,3594167.617
440,37,1,125,14480.0944,39904.36171,442229.0885,3594214.898
441,37,0,117,15238.21124,40975.10192,443212.1558,3594247.088
442,37,0,118,15427.07541,60691.78235,443509.6059,3594255.403
443,37,0,119,15693.12812,60074.46724,443841.0861,3594261.452
444,37,1,116,15102.14042,25582.32831,442989.9608,3594267.124
445,37,1,115,15187.88437,37198.0535,443223.7915,3594420.61
446,37,0,95,14314.74098,30202.30632,442221.5149,3594491.452
447,37,0,108,15873.98561,39817.50028,444207.2903,3594548.826
448,37,1,114,15344.84867,46780.35928,443471.6109,3594468.727
449,37,0,113,15431.40209,78815.87234,443692.0035,3594541.616
450,37,1,112,15584.01747,74497.80328,443913.6698,3594540.524
451,37,1,94,14201.70486,35194.32914,442226.892,3594682.537
452,37,1,96,14351.22929,70018.7128,442415.4856,3594588.258
453,37,1,97,14495.18079,77270.72631,442608.5525,3594587.32
454,37,1,98,14653.73118,80821.9413,442809.4126,3594583.058
455,37,1,99,14811.61882,61863.34986,442996.8895,3594618.509
456,37,1,100,14959.65285,39588.43542,443182.71,3594689.64
457,37,0,107,15742.55371,40095.3292,444198.9701,3594755.8
458,37,1,110,15388.34698,20012.94191,443728.8288,3594806.012
459,37,1,90,13928.24646,27033.71099,442016.9497,3594879.315
460,37,0,91,14071.80373,31409.95909,442210.8483,3594881.74
461,37,0,92,14230.59023,31224.85882,442411.3285,3594883.944
462,37,1,93,14391.78253,29980.26889,442609.4239,3594885.314
463,37,1,80,14706.47638,62205.042,443096.1841,3594894.86
464,37,0,111,15475.2408,42766.05868,443906.8744,3594858.907
465,37,1,81,14499.02702,45582.88014,442806.7633,3594924.172
466,37,0,106,15639.96271,52846.60972,444203.0964,3594956.546
467,37,1,103,15832.72437,48281.0768,444446.0281,3594950.751
468,37,0,105,15594.48508,6045.588496,444113.6495,3595076.552
469,37,1,102,16020.58585,46333.91612,444651.1876,3594984.91
470,37,0,82,14277.07863,30684.54111,442601.6207,3595065.553
471,37,1,83,14117.78608,31681.3553,442406.0369,3595068.361
472,37,1,84,13959.61608,31189.75046,442209.4888,3595070.111
473,37,1,78,14917.144,48603.50568,443404.6211,3595034.307
474,37,1,77,15100.5162,46781.58921,443619.4717,3595047.83
475,37,0,104,15669.81246,6653.850915,444237.7176,3595112.968
476,37,1,85,13798.6259,31668.75417,442011.3356,3595072.401
477,37,1,79,14602.8261,59633.9006,443087.1752,3595072.881
478,37,1,86,13631.04394,70075.71685,441816.1815,3594979.504
479,37,1,87,13472.931,71890.17653,441618.9836,3594982.886
480,37,1,88,13317.6012,70203.42516,441420.3368,3594986.596
481,37,1,89,13161.34234,43638.85687,441226.1209,3595056.972
482,37,1,101,16132.19255,70906.55794,444886.5535,3595119.757
483,37,0,71,14326.2464,50441.7637,442817.8728,3595233.414
484,37,0,72,14476.07732,31823.72018,442985.8337,3595271.018
485,37,1,74,14764.55501,48688.35525,443385.3564,3595272.487
486,37,1,76,15173.7282,53356.61427,443853.3204,3595255.484
487,37,1,73,14595.69194,35539.71683,443154.0366,3595276.999
488,37,0,75,14969.412,52482.80331,443626.3897,3595270.779
489,37,1,66,13629.9587,46889.30327,442008.6102,3595308.679
490,37,1,68,13914.9031,53862.83334,442395.2091,3595318.023
491,37,1,69,14071.89277,31233.36779,442557.6788,3595309.841
492,37,1,70,14118.50135,35085.01171,442656.9249,3595375.09
493,37,1,67,13777.17171,55315.19731,442207.7367,3595329.972
494,37,0,65,13890.95971,12239.39469,442423.1902,3595502.765
495,37,1,64,13717.27233,8654.390508,442163.9565,3595509.419
496,37,1,63,13560.17533,15811.37598,441995.1631,3595501.939
497,37,1,61,13233.81469,69104.50688,441607.2884,3595367.187
498,37,1,62,13394.70815,71645.69875,441808.3287,3595366.114
499,37,0,60,13072.08012,69787.94579,441409.3614,3595370.06
500,37,1,59,12928.8298,65408.79174,441219.2964,3595370.857
501,37,1,56,14120.58269,61956.99081,442814.8603,3595577.59
502,37,1,57,14271.31385,40489.87745,442969.9497,3595573.758
503,37,1,58,14355.50491,43483.73046,443101.2992,3595577.76
504,37,1,52,13350.50977,55473.89064,441996.4019,3595727.777
505,37,1,50,12998.5243,61724.2595,441595.6817,3595753.188
506,37,1,48,12699.20198,49018.39838,441213.5566,3595750.827
507,37,1,51,13158.16531,62878.15126,441793.9778,3595750.325
508,37,1,49,12816.21485,65367.2432,441396.4282,3595768.286
509,37,1,53,13500.28203,70041.8199,442197.4408,3595762.049
510,37,1,55,13741.34533,91191.43247,442595.941,3595785.075
511,37,1,54,13560.58452,101868.609,442390.5124,3595839.304
512,37,1,47,13289.56966,53159.88682,442555.1633,3596790.025
513,37,1,46,13215.61676,43191.89733,442552.2366,3597016.848
514,37,1,14,11744.38803,48474.91147,442437.7736,3600527.945
515,37,1,15,12001.34513,49503.37117,442701.76,3600530.906
516,37,0,13,11697.88756,96165.84162,442570.842,3600732.212
517,37,1,12,11665.78562,95664.97406,442576.3571,3600927.676
518,37,0,28,12639.23607,14703.54992,443393.4677,3601017.214
519,37,0,27,12454.13816,16327.21789,443226.1994,3601045.912
520,37,0,26,12230.43567,17617.89559,443029.6105,3601076.967
521,37,1,11,11721.45675,78621.59486,442629.4402,3601125.413
522,37,1,22,12787.44426,34273.03344,443593.6504,3601143.387
523,37,0,10,12119.27983,25250.24851,442933.5988,3601335.629
524,37,1,9,11664.9179,78467.33508,442630.9285,3601325.747
525,37,1,25,12266.13049,39269.10413,443094.8713,3601267.022
526,37,0,21,12784.24498,39865.17044,443626.8956,3601344.143
527,37,0,34,12442.93966,59120.75006,443258.9678,3601281.205
528,37,0,23,12624.29148,57332.99648,443433.3685,3601272.597
529,37,0,18,12365.94992,33033.15502,443260.0552,3601538.936
530,37,1,7,11539.07082,93550.12529,442596.3993,3601524.226
531,37,0,8,12083.90239,40065.74464,442967.8106,3601531.282
532,37,1,17,12389.394,29767.90709,443296.3669,3601693.081
533,37,1,19,12619.91702,53117.56585,443492.4676,3601619.11
534,37,0,20,12797.44997,50961.16794,443671.1736,3601628.433
535,37,1,5,11510.19652,99864.11852,442576.1745,3601720.018
536,37,0,6,12056.19333,52371.6839,442999.0517,3601726.738
537,37,0,4,12201.15444,28248.15555,443112.5596,3601918.608
538,37,1,1,11487.4346,46717.14311,442439.7966,3601916.653
539,37,1,16,12418.77501,28504.215,443324.9804,3601899.619
540,37,0,3,12032.00499,28032.01753,442940.1536,3601918.06
541,37,1,2,11753.41754,48709.99143,442713.3968,3601920.248
542,17,1,115,33343.56079,23669.38362,461364.7415,3587475.208
543,17,1,111,33518.57585,58521.44168,460643.0555,3587557.378
544,17,1,113,33589.81904,75807.7567,460998.3912,3587573.948
545,17,1,110,32353.56616,47730.58003,462526.09,3587694.747
546,17,1,109,32530.61089,60750.34071,462313.8766,3587704.839
547,17,0,108,32733.2188,55430.9527,462101.5032,3587708.503
548,17,0,114,33358.21198,80015.65976,461313.2146,3587720.739
549,17,1,112,33712.58605,51119.32988,460906.5691,3587775.339
550,17,0,103,32253.65256,24925.82331,462735.3258,3587846.474
551,17,1,107,32909.87842,50080.05936,461914.8078,3587783.565
552,17,0,102,32457.44054,24991.16198,462536.2495,3587900.441
553,17,0,106,33165.70071,41048.82157,461718.3571,3587881.327
554,17,1,105,33329.77448,42937.62152,461526.4427,3587887.924
555,17,0,104,33548.80001,24858.90528,461334.0375,3587947.188
556,17,0,101,32640.44157,38356.85733,462325.0888,3587942.589
557,17,1,100,32852.07188,43815.8745,462116.5542,3587982.248
558,17,0,94,33616.02433,35021.45484,460958.6748,3588120.211
559,17,1,95,33758.79226,54122.34615,461138.3117,3588083.839
560,17,1,96,33621.41537,38536.17551,461337.8201,3588133.587
561,17,1,97,33437.58501,43272.45449,461533.908,3588129.956
562,17,0,98,33258.65932,45203.73123,461734.218,3588126.212
563,17,1,67,32890.01524,22464.07161,462258.6909,3588328.853
564,17,0,99,33036.19976,66564.28297,461923.6228,3588120.173
565,17,1,89,33508.55353,39797.48154,460957.4548,3588345.526
566,17,0,90,33681.24089,40053.73895,461149.8132,3588352.188
567,17,0,88,33325.07223,49373.53358,460776.7828,3588316.354
568,17,0,91,33714.58863,40144.74948,461347.9529,3588358.619
569,17,1,68,31750.84855,41199.4992,458959.5129,3588370.911
570,17,0,69,31854.01558,32275.06021,459116.3026,3588416.945
571,17,1,66,32984.63686,31662.30898,462207.1074,3588465.718
572,17,1,93,33360.39062,49972.18215,461740.0835,3588392.273
573,17,0,80,32642.65088,38267.63194,460050.553,3588484.504
574,17,0,70,31993.09259,39715.12134,459304.6222,3588470.989
575,17,1,81,32791.47848,44369.18812,460232.7542,3588497.442
576,17,1,92,33538.02551,66550.51757,461547.1774,3588433.531
577,17,0,82,32948.60822,41189.92219,460406.2181,3588515.322
578,17,1,71,32103.22167,38977.06567,459474.6652,3588542.781
579,17,0,85,33404.78672,43348.41612,460960.5345,3588573.806
580,17,0,83,33082.88731,53461.42502,460575.3796,3588523.082
581,17,0,84,33224.92726,41214.79951,460760.6778,3588579.723
582,17,0,87,33757.00805,38955.37457,461354.6583,3588581.054
583,17,1,65,33044.5985,43581.38597,462237.3702,3588646.36
584,17,0,72,32262.64833,59924.41364,459683.7003,3588553.447
585,17,1,64,33199.73516,43962.49526,462013.4999,3588617.15
586,17,0,73,32401.46332,67738.34062,459866.392,3588575.608
587,17,0,86,33548.59435,55212.1471,461159.7999,3588616.303
588,17,0,74,32543.79053,35419.30511,460045.7645,3588707.322
589,17,0,75,32687.85597,37664.42408,460228.0101,3588740.98
590,17,0,79,33311.10435,32657.26431,460953.9144,3588773.833
591,17,0,76,32834.32917,39512.67355,460408.8567,3588781.077
592,17,0,78,33115.09052,40490.11054,460758.8369,3588809.673
593,17,0,77,32978.511,38972.72651,460580.6027,3588817.963
594,17,0,63,33100.11546,50054.94764,462220.815,3588834.333
595,17,0,62,33358.33632,41142.28311,461986.9787,3588848.573
596,17,1,61,33520.55486,40781.74521,461790.0119,3588845.416
597,17,0,60,33735.65645,30002.16727,461597.9356,3588897.421
598,17,1,59,33649.61337,27991.79021,461405.0594,3588957.899
599,17,1,58,33263.73288,37762.38262,462200.8558,3589045.398
600,17,1,57,33463.12681,41993.34212,461979.6598,3589062.752
601,17,0,56,33654.9637,38143.41605,461778.4993,3589075.241
602,17,0,55,33763.11894,33013.43884,461595.1209,3589093.985
603,17,0,54,33593.7829,28948.66816,461413.2057,3589120.69
604,17,0,53,33395.58029,41610.0157,461185.0162,3589090.442
605,17,1,52,33195.28771,37055.06381,461001.3546,3589138.033
606,17,0,50,33531.93299,47251.9316,461506.3112,3589318.687
607,17,0,51,33792.40542,34464.6281,461770.8041,3589330.234
608,17,0,12,30335.62574,48615.28044,457926.0083,3589345.932
609,17,0,11,30100.89564,53261.30053,457680.374,3589359.734
610,17,0,6,29863.49655,56582.19278,457420.799,3589373.355
611,17,0,2,29570.66053,16236.23979,457120.8933,3589479.726
612,17,1,47,33263.24666,44895.10333,461211.1531,3589412.993
613,17,1,46,33059.30003,52435.36458,461009.4359,3589424.978
614,17,0,45,32852.87844,51268.6308,460789.6641,3589445.512
615,17,1,48,33480.62518,46732.71914,461500.694,3589481.607
616,17,0,49,33718.78693,30520.13678,461752.7623,3589514.36
617,17,0,117,30709.18913,38746.51661,458459.7973,3589540.928
618,17,0,116,30469.95571,30429.32759,458179.9567,3589548.255
619,17,0,118,30978.64528,33395.10235,458732.297,3589537.094
620,17,1,1,29518.98417,18494.84364,457133.0815,3589591.946
621,17,1,44,33418.98459,34766.14262,461477.9003,3589655.212
622,17,1,5,29729.27141,56786.7412,457417.017,3589651.668
623,17,1,43,33158.91685,47683.48141,461217.7474,3589656.484
624,17,1,10,30186.19379,45783.18657,457937.2264,3589685.517
625,17,0,42,32951.60977,46499.5378,460997.2391,3589672.244
626,17,0,41,32742.62696,46160.87484,460776.1884,3589691.419
627,17,1,4,29682.45546,20793.85651,457391.6589,3589811.766
628,17,1,8,29964.92706,45537.94911,457739.1041,3589823.447
629,17,1,3,29615.91125,18302.60368,457348.3237,3589929.068
630,17,0,7,29731.84618,39537.14787,457565.0261,3589905.283
631,17,0,40,33571.93064,28636.57174,461758.6633,3589920.828
632,17,0,39,33295.5393,18963.41573,461437.4065,3589934.971
